interaction_id,user_id,timestamp,input_length,response_length,response_time_ms,token_usage,satisfaction_score,retry_count,model_version,device_type,network_latency,ambiguity,creativity,factual_density,personalization,anomaly_flag,outlier_score,drift_score
336,7,1739539920,56,123,427,179,4,0,1,0,71,0.965927791853937,0.448741399145682,0.7251143163195723,0.5655666884531728,0,0.45299834288249274,0.8942717039415783
337,12,1739542320,18,32,146,50,5,1,2,1,55,0.7197119476173273,0.6841519369858398,0.5091827828619216,0.8529279310194022,0,0.6053182242795124,0.4480084193213887
338,9,1739544900,59,112,346,171,3,0,2,1,73,0.6768753761626287,0.88973098785485,0.043928143573384926,0.6701137485842428,0,0.9868489019306647,0.787335639725043
339,10,1739588160,35,73,216,108,2,2,2,0,10,0.36142179255864537,0.29923010060165645,0.16169001816132167,0.2885161037049282,0,0.260686111014103,0.9553345422567178
340,7,1739606400,58,107,313,165,3,0,1,0,5,0.0022585786000076657,0.9742165296843303,0.9352495547731959,0.9750186958610365,0,0.23195279991152484,0.796278557207664
341,6,1739629500,26,38,182,64,5,3,2,1,42,0.240942673894178,0.8445414996596974,0.10316499273902846,0.5710055479395585,0,0.1768872665129827,0.41576536595180036
342,3,1739630160,64,108,299,172,1,2,3,1,22,0.7639205068146299,0.6506350720818543,0.6350927872097057,0.5167552418264589,0,0.6894442143081335,0.377759247066765
343,11,1739633460,73,115,289,188,5,1,3,1,45,0.7098712544371741,0.3919255072461312,0.7923256488409115,0.403509628253255,0,0.4490946374184077,0.29154275418732245
344,10,1739638500,40,80,209,120,3,3,1,1,54,0.3310221448300942,0.7111103761994986,0.2654390627249239,0.13634420307768735,0,0.38860634007427475,0.3670635243138275
345,1,1739657340,34,59,121,93,5,3,2,0,68,0.6255829745384388,0.8161932690703534,0.7250780031386901,0.6862128800361617,0,0.20409037414886866,0.820576661792203
346,9,1739667540,16,15,97,31,4,1,3,0,27,0.19528747947313718,0.3032998748865573,0.16989517903018025,0.430799198005814,0,0.8911383774033383,0.7015003212185768
347,2,1739667600,50,76,303,126,4,0,3,0,57,0.26362771926904405,0.9928300649070293,0.28475027483379034,0.9346125103556421,0,0.4431730352223858,0.24987917954172445
348,9,1739671200,44,54,148,98,5,1,4,0,50,0.9474080939024966,0.908619369754639,0.31182203088420746,0.9650971686188983,0,0.607693311486329,0.7115351285827501
349,10,1739689380,27,68,187,95,1,2,2,0,56,0.4131805729355945,0.48550144034292264,0.9964349905642236,0.767640855349951,0,0.11252957829252841,0.3793954660399921
350,2,1739750640,63,114,437,177,3,3,3,0,39,0.24498759429885453,0.7228299157753952,0.2145722952179573,0.2424947637025352,0,0.10797221668490109,0.5577725070366454
351,6,1739755200,46,65,218,111,1,1,4,0,77,0.48710824683899145,0.5240088946187819,0.129207464633585,0.7159796808039663,0,0.06735454166399579,0.37036927276934617
352,2,1739761920,35,79,294,114,2,2,2,1,47,0.3870158797873662,0.7609305521970262,0.9256914374814104,0.020421750965055496,0,0.36734608083829356,0.5216293528858401
353,7,1739771940,45,69,290,114,1,1,4,0,85,0.7295290373491057,0.8269822038779814,0.16193069382035274,0.8264005028083927,0,0.4728866021919116,0.7298038950925447
354,12,1739778660,74,105,363,179,4,0,2,1,34,0.9621161064908811,0.023222555157042524,0.8792799196294053,0.4936185670905291,0,0.24457814944923684,0.731130650620499
355,1,1739796600,65,137,317,202,4,1,2,0,64,0.5917374244576918,0.07913202970064925,0.65045662764669,0.9367396498851864,0,0.3496775058773096,0.7531825793010949
356,5,1739820480,52,82,272,134,4,0,3,0,48,0.591147186936915,0.336467415876727,0.5768614980705188,0.3777600413259651,0,0.006260034023769734,0.39103879549019605
357,12,1739822700,66,110,259,176,1,1,3,1,43,0.36483385872348306,0.9176136326323495,0.7513387115465768,0.2631736044838443,0,0.3510884652613948,0.690495442913354
358,4,1739831220,34,62,366,96,2,1,3,1,62,0.5646309319752953,0.3982735831433897,0.7259989571480501,0.9950563387560393,0,0.11917133483084752,0.23871163144708263
359,2,1739832420,55,121,282,176,4,1,1,1,44,0.3193288663871382,0.8875122152019242,0.11052618941831371,0.5306778715120752,0,0.12838447837388955,0.47742842041986555
360,6,1739834280,57,103,273,160,5,3,1,0,5,0.0010920743123419285,0.46243391263175293,0.9994661104066891,0.8631825424104381,0,0.004506097560003308,0.5831069168032765
361,7,1739841120,46,58,183,104,5,1,4,0,5,0.8660961728784851,0.2888529203115734,0.9418897264487286,0.9110571640210087,0,0.6963805660651069,0.6864821872720255
362,8,1739845080,62,122,289,184,1,2,4,0,75,0.4294440855217052,0.9006451830624952,0.8965919628619162,0.5184687127814234,0,0.931283774049384,0.9119959917542505
363,4,1739846040,40,62,311,102,3,2,4,1,74,0.4920884850539967,0.5606707689186775,0.6222891339424068,0.45571392551918766,0,0.6215455608521572,0.3047686365397909
364,12,1739854080,64,152,545,216,1,2,3,0,87,0.08350091542592819,0.3604842950300413,0.5227913313323141,0.5528859547723501,0,0.09620205192790965,0.8452859146449596
365,7,1739868540,64,115,326,179,5,1,4,0,49,0.837110513405392,0.0444070036278168,0.5362785838816683,0.8477395028814141,0,0.9896494493925041,0.3111242520093307
366,4,1739882640,5,5,63,10,1,3,2,0,24,0.17033707037759038,0.11093313244822389,0.01493694422823244,0.9646602316007996,0,0.9755851708765133,0.551909419035327
367,12,1739886720,76,143,294,219,5,0,1,1,41,0.41062115878431593,0.1393103276415305,0.49946950194544293,0.3283221093697162,0,0.46823453565748874,0.8280998474247993
368,12,1739895060,5,47,201,52,1,1,1,1,50,0.8402655470638813,0.3648362904106063,0.6237695676599199,0.7386303821198467,0,0.10786921840629593,0.7231496052696904
369,6,1739897400,43,108,320,151,1,3,2,1,29,0.4577829402135195,0.607332955744344,0.6587062087749485,0.28537447728995946,0,0.7207393096472045,0.8628696688773296
370,1,1739900220,73,168,423,241,5,1,2,1,82,0.9311523354664637,0.30759011442192985,0.332139465051313,0.6109530413315054,0,0.9614682044834372,0.8148811925163735
371,8,1739904360,49,67,265,116,3,2,4,1,94,0.20931430342068968,0.0655276337648002,0.4712823502935495,0.8047895882182705,0,0.7786996041386927,0.27634726193453707
372,7,1739935080,28,68,275,96,3,0,2,1,59,0.7152328299547713,0.2648087373173338,0.6363106066625744,0.8864863246612933,0,0.624202854570981,0.9929366717118111
373,2,1739940840,35,48,232,83,4,2,3,0,49,0.9779985235617275,0.40868165089961017,0.4283055102751817,0.44871618427924675,0,0.6108319023710771,0.9369984322070727
374,8,1739950320,73,135,374,208,2,3,2,1,24,0.5496136372203109,0.9922699286723291,0.9621351989835252,0.36975568256589153,0,0.9779181142056288,0.43017462123828976
375,11,1739958540,20,10,84,30,4,2,3,0,80,0.6921838986439929,0.39298690475093867,0.7054421098520003,0.25345161201088784,0,0.07311933681976945,0.047209475688876235
376,2,1739973360,75,122,397,197,3,2,3,0,51,0.39322665960100844,0.08919541874744397,0.001273746250890495,0.13341717041818757,0,0.14955601959062614,0.3034966731891301
377,9,1740004860,54,83,286,137,2,3,1,0,44,0.7513373397254689,0.5811148144739334,0.023279481482253006,0.3649175686436741,0,0.8308114447396812,0.8361525305964268
378,2,1740009420,33,77,318,110,2,1,2,0,59,0.9088740565237291,0.9196400726262897,0.6903002034683744,0.8719778047478473,0,0.145113080319759,0.9508704194988337
379,9,1740023580,44,95,349,139,1,1,1,1,38,0.7030555670505292,0.7866956988617501,0.4126450975455027,0.4188095162106382,0,0.3832964869290296,0.8316719542598827
380,6,1740027900,36,70,188,106,2,0,4,1,52,0.9359287113809792,0.8362183091872366,0.8394709492122663,0.317293165811222,0,0.28149925605475035,0.3967432366045961
381,1,1740050220,70,98,244,168,3,2,3,1,21,0.5886526519923097,0.9282317961023304,0.17301540948626204,0.7391322445864148,0,0.24344471644039323,0.05653649968633123
382,12,1740051780,68,116,314,184,1,2,4,1,71,0.5771374404509629,0.636543503385538,0.013826914052291861,0.21558447162593875,0,0.025721951108426677,0.5175828440095407
383,2,1740053340,24,28,123,52,1,3,4,0,47,0.30462738810915535,0.9949227306534987,0.3880823501137123,0.25628680248768243,0,0.5662512635348111,0.3763825088631574
384,8,1740061380,47,101,359,148,4,2,1,1,73,0.7096274911637859,0.03328156987965081,0.736064104307449,0.9359086483383025,0,0.4012395208334609,0.12297238717808479
385,3,1740062280,39,93,323,132,3,0,3,1,45,0.8819525217561553,0.8348396761435622,0.9717277333775686,0.08158969261721671,0,0.5515902126370112,0.10585334638910548
386,12,1740065760,78,161,496,239,1,2,1,0,47,0.6463162261289312,0.8570106695222617,0.8836538793510554,0.41463118024342327,0,0.30450820649750365,0.1530368836560958
387,9,1740074160,30,38,215,68,4,3,4,1,25,0.23303922059858295,0.916700390761965,0.48407461193713885,0.5767511923948043,0,0.9414608550542626,0.2058236733846397
388,10,1740077400,83,94,318,177,4,0,4,1,65,0.5441091147216865,0.47816945763584906,0.8128172831963666,0.2302607156146056,0,0.5913471922415274,0.7537864093654719
389,6,1740105960,54,61,301,115,1,1,3,1,32,0.755937416951415,0.7877559236206,0.07033045786761405,0.2810124842347197,0,0.9612070465322669,0.38170347050070785
390,6,1740114360,34,89,321,123,2,3,4,1,40,0.9393633148727528,0.1950803991211798,0.5722723475848833,0.22184536474866445,0,0.35000595425865866,0.4369381301951787
391,8,1740121320,42,67,257,109,2,1,4,1,50,0.15659604952055395,0.6031302251782144,0.9242984130144701,0.3451855720606416,0,0.0022895373463220903,0.598381334983118
392,10,1740129360,40,56,306,96,4,3,4,1,52,0.1274970909665606,0.3586451523634614,0.39638514749073994,0.8985057550784483,0,0.7812655649624406,0.9601334774320163
393,11,1740143040,32,90,305,122,1,2,1,0,15,0.412943530232906,0.5961736506619755,0.9601006296631156,0.4315873465716651,0,0.8273788545606422,0.7564690489003385
394,1,1740146880,56,126,356,182,5,2,1,1,45,0.12561116946261086,0.6755605071583003,0.2206850967291053,0.41782901652343174,0,0.058703397200336016,0.645712613881201
395,8,1740162060,32,58,194,90,2,2,4,0,65,0.9804289125051184,0.34706866674617887,0.10563380953339352,0.3865808801743893,0,0.625369228462319,0.743832133607818
396,2,1740189540,15,21,197,36,1,2,2,0,42,0.42430436728255916,0.21623829930287197,0.5247623360817011,0.9641157269375743,0,0.6610178670401202,0.7192925211185875
397,4,1740211560,48,83,347,131,5,3,2,1,45,0.5336105190679049,0.32168790885933474,0.9072468719812243,0.11729943621981564,0,0.1457338670475653,0.6902492609942767
398,10,1740219360,22,44,205,66,1,3,1,0,53,0.2270877812927713,0.6639572451074426,0.3112792187447442,0.8718754209393664,0,0.5525245528525812,0.4964071194998567
399,4,1740221940,41,105,395,146,1,1,3,1,47,0.44912612353692927,0.6768742336728105,0.8001603193989524,0.3271610677279755,0,0.24319888067994366,0.5668470801399786
400,10,1740225480,38,76,173,114,5,3,4,0,29,0.9846939348612198,0.7413169360240989,0.16919726588028094,0.9565115917053534,0,0.016451703204516166,0.4614914664489468
401,6,1740242820,39,84,285,123,3,2,4,0,49,0.4886871513669695,0.126536608572706,0.7455703960009396,0.31522724624365883,0,0.8669110903761178,0.39495849704699804
402,3,1740252780,91,187,491,278,3,2,3,0,69,0.00882392580448621,0.8185173902544616,0.557026941387431,0.08287436325632047,0,0.4916951712264641,0.27076807175625295
403,5,1740257040,56,77,237,133,4,1,3,0,28,0.24252753025063056,0.6881478015409555,0.17501697539437222,0.5200418843525159,0,0.7816991009107112,0.3552132012623902
404,7,1740257340,59,121,481,180,4,1,3,1,42,0.9784548304785041,0.030505076690639177,0.7180872494376086,0.22786557930991036,0,0.7228930322291087,0.42852961730965433
405,10,1740278580,23,35,186,58,4,2,2,0,22,0.9890675134107325,0.3355978494350508,0.7137561134564273,0.7529898154733758,0,0.993705261014529,0.5793794049844859
406,8,1740280320,43,27,153,70,1,1,3,1,68,0.21049308977170567,0.4667112559064771,0.5154352291434403,0.6573056183279544,0,0.4379534039011932,0.49987509720301393
407,12,1740286740,58,61,243,119,3,1,4,1,48,0.6152640878438534,0.3606174903868148,0.22546763764267463,0.6864691579223767,0,0.4275506067571776,0.10794895427725915
408,11,1740290100,36,44,107,80,2,3,2,0,32,0.07690833050541446,0.11741688820841312,0.13229389224499655,0.19348948861063664,0,0.2817555670511702,0.33997365545726044
409,10,1740294600,71,138,358,209,5,1,2,1,51,0.5774416424446291,0.20734628450500703,0.9572550484597893,0.7086302648851405,0,0.6251472134032147,0.37619346860163005
410,8,1740295440,33,61,291,94,3,2,3,0,25,0.12592070148643741,0.02456139491013254,0.6558125382591552,0.3113310269803373,0,0.4861125005552842,0.7069259651130924
411,4,1740298980,49,91,270,140,1,0,3,0,29,0.8186615236426579,0.09307716135256283,0.809241483573384,0.9986740280600711,0,0.7287611221416688,0.3328920843554545
412,5,1740325980,44,118,314,162,5,0,1,1,20,0.9395749876022444,0.26630011772454476,0.6969705290502416,0.7317676630740063,0,0.35651169844142727,0.00795581558463787
413,2,1740332460,57,77,339,134,2,3,2,1,28,0.17298680804948263,0.8199702656357306,0.8294736651922889,0.5904115074085128,0,0.1308447416093259,0.08433662333004166
414,5,1740338760,43,76,339,119,2,0,3,1,77,0.462712168594824,0.5266375099372003,0.16249081974892343,0.867117779215548,0,0.8624354521194542,0.4969984179702299
415,12,1740348300,50,96,337,146,5,3,3,0,35,0.10204299847463416,0.424497890691106,0.4969502245470444,0.5893116997194271,0,0.8280469419646846,0.1884955042723706
416,6,1740352980,50,75,247,125,4,3,3,0,59,0.339140007072975,0.662162943958549,0.6671247705022934,0.5527498667755334,0,0.3510001871157442,0.4946224112792327
417,2,1740357240,41,74,256,115,5,1,4,1,33,0.06509775476052648,0.5415105603250052,0.10338989989521796,0.23731560280537956,0,0.6903517175119992,0.5742053720861224
418,8,1740357420,63,81,241,144,4,3,3,1,65,0.26454652801742706,0.13151392675562623,0.1499569493284083,0.678111995325425,0,0.4924029062756118,0.9334379025693547
419,12,1740374280,59,134,338,193,5,1,3,1,29,0.9902236670893015,0.22262336382418957,0.6339825942509465,0.3746444282494614,0,0.7609720971311001,0.6555799243488198
420,11,1740387360,53,81,229,134,1,3,2,0,50,0.04460326732140185,0.22252236099060763,0.86870580425382,0.04308262781213035,0,0.3901323686645124,0.031040722633432716
421,4,1740392820,47,125,339,172,3,0,2,1,51,0.8589683296186706,0.5999525126123422,0.6604161789415977,0.8160617963699577,0,0.5356392353912296,0.3807305182848445
422,6,1740403380,69,123,314,192,2,1,4,0,96,0.07745257775410486,0.46162436618934644,0.036204813456075624,0.051873166648741864,0,0.05781610406474724,0.7934569707815385
423,7,1740408840,50,110,261,160,2,1,2,0,62,0.5289969311173601,0.3875850625608537,0.970432917090323,0.6723001228405259,0,0.17490998158808135,0.2605624559899281
424,3,1740410160,49,87,304,136,2,3,3,0,38,0.4521197924273457,0.556639172881788,0.13950690090624507,0.1567208914849152,0,0.781765607775103,0.924973071500241
425,4,1740411840,56,100,331,156,2,0,1,0,63,0.9315546600206449,0.9701157857825572,0.23256223355248973,0.43256951657086384,0,0.38156548217287745,0.5290107085636377
426,3,1740447900,85,141,487,226,3,3,1,1,92,0.19904986228508958,0.3141934560558768,0.9749672819047243,0.8590916585467206,0,0.035105424229590176,0.0924476918222058
427,12,1740461580,30,56,198,86,5,0,1,0,17,0.17968201537963513,0.5201954336335173,0.7710329966533749,0.09441954911414663,0,0.16763628571194666,0.24167054018028034
428,9,1740466380,68,128,390,196,4,1,1,1,33,0.7487140885678323,0.48037001564411563,0.9365766803785066,0.6671506785526209,0,0.4115980320856145,0.9062991990886625
429,11,1740481680,20,20,175,40,2,2,3,0,45,0.7257194731003539,0.7166430317458448,0.8066196928080297,0.6126187424860853,0,0.7179131070167719,0.9914597511748098
430,10,1740489480,58,101,309,159,3,0,3,1,41,0.6991817704927987,0.7302902679829161,0.6517344750032,0.8675297463562928,0,0.36348504180723096,0.8630158925673534
431,12,1740506100,83,137,431,220,3,1,3,0,43,0.026127116172380727,0.7290707214130405,0.284552998863006,0.17273487132406673,0,0.745185754378869,0.32067668465192123
432,2,1740517920,63,159,476,222,2,3,2,0,23,0.25995968672490866,0.2015195799387448,0.3268814416995254,0.7997875046358048,0,0.8580605872950834,0.7688190125100985
433,11,1740533100,58,102,340,160,3,3,3,0,78,0.8398951778542993,0.44909313636118775,0.9472710730443697,0.4501211967413282,0,0.3411366142057126,0.2222276435962557
434,1,1740533160,44,110,327,154,4,0,1,1,21,0.6008581214567726,0.8111746910291375,0.8606256161556446,0.4286439124932455,0,0.8003755708544253,0.38452228744812766
435,6,1740579660,55,95,292,150,2,2,2,0,45,0.6021949207321816,0.38153017054064375,0.35949044844232647,0.3617843508398749,1,0.12688066593018954,0.6971681286006974
436,8,1740580140,50,95,241,145,3,2,1,1,70,0.2959166054048117,0.9842551172899289,0.3732674176207038,0.3855741461959179,0,0.41528352507165955,0.9689013391845618
437,5,1740585480,40,45,169,85,4,0,1,1,49,0.2601730885569479,0.36478674179219917,0.29769439027588473,0.5199596264252251,0,0.09756239628159258,0.4391982767814071
438,2,1740586860,49,79,246,128,3,2,1,0,30,0.9465548880182547,0.4976668273419682,0.32613014262500395,0.10679982292346579,0,0.052527988794775715,0.4958364210333366
439,3,1740589140,58,108,279,166,2,2,1,1,23,0.7277552788532122,0.47452559480254686,0.8606674662887857,0.4250658698729579,0,0.0645273774854469,0.22016852895105443
440,10,1740594780,41,105,351,146,3,2,2,0,45,0.12686611780183754,0.4336638024692425,0.010506856589846847,0.6519812150595229,0,0.10475202708163645,0.4032227427493651
441,4,1740599520,40,76,331,116,4,1,3,0,34,0.9377069421437638,0.8456313683196216,0.4360526211095247,0.4981923534383146,0,0.8357259234163987,0.06301860769564438
442,4,1740630720,30,81,236,111,2,1,3,0,54,0.5823701518180548,0.15527523754801353,0.9428396785279078,0.1658294688496228,0,0.54367712363369,0.8585858956268387
443,12,1740635940,62,124,382,186,3,2,2,1,21,0.3333623669570881,0.567664706413983,0.5426363551828088,0.36305170179163204,0,0.9473881877770107,0.023334589214200396
444,2,1740668400,64,147,362,211,4,2,1,1,66,0.3971394463995984,0.6186015773554236,0.4504457901439035,0.4429616744259298,0,0.5380003013125135,0.6835245845933516
445,11,1740677820,59,105,314,164,2,0,1,0,52,0.7254045103526182,0.8512213080693708,0.3123698046995881,0.6688748146329682,0,0.6287113323103868,0.273221701454167
446,12,1740683160,72,177,439,249,2,0,3,0,53,0.3762726516860836,0.6092001599261084,0.07391262986190383,0.9007663225374978,0,0.18448396114049304,0.4761094320331617
447,8,1740693000,56,91,332,147,5,2,4,1,78,0.578744799118607,0.9600203477877807,0.22448647802751287,0.5503755125878185,0,0.5405810206337084,0.2815584400997575
448,2,1740702300,62,96,278,158,2,3,2,0,41,0.7104994966484048,0.8721677122609289,0.09045840993687126,0.6763681281173641,0,0.3853025488033268,0.4000706680269044
449,2,1740705480,60,83,336,143,3,0,1,1,35,0.19537499730596453,0.3487399483527315,0.12669942971542825,0.07718962543940444,0,0.9314353421403702,0.5467778864190459
450,4,1740708600,53,142,391,195,1,0,2,1,39,0.9442414862425493,0.8599064452908345,0.1635165441262698,0.9544670293475931,0,0.933921215781792,0.6408934114321947
451,7,1740733320,45,97,281,142,5,3,1,0,46,0.3561727714354098,0.9584778140934557,0.30202943208427846,0.3152086903555229,0,0.198498612502241,0.9402861430991164
452,2,1740734160,94,162,381,256,3,2,1,1,48,0.4193747570769143,0.2571971809245863,0.011016679995535461,0.35429174968792143,0,0.6201308639383659,0.33220090177564787
453,6,1740741960,46,107,346,153,4,3,2,0,33,0.6985143678678206,0.6102088066644085,0.9501438855932477,0.22284278064151264,0,0.638175802970978,0.5848575129737519
454,2,1740774900,43,91,346,134,4,3,4,1,9,0.6087850893877641,0.28180391234213553,0.12381909267697455,0.08467007176554919,0,0.5625350794580178,0.9017221472082442
455,7,1740778980,62,150,433,212,2,3,3,0,38,0.4401198369391792,0.6495672790822176,0.38314887235958706,0.7900467901418512,0,0.12432970799514931,0.29023180795034254
456,1,1740797100,59,75,381,134,2,0,4,1,57,0.6497420403007914,0.0936428045470219,0.8795275597147806,0.2404900817061728,0,0.6540153188408618,0.8650499811254809
457,9,1740801060,29,46,283,75,4,1,2,1,52,0.9028283075720446,0.7341880218690575,0.10656797019076225,0.2826877353453131,0,0.7990852849242002,0.9575550963898491
458,1,1740834780,75,125,354,200,5,0,2,0,73,0.8002836166454186,0.41981982859534284,0.4836042517541208,0.18179627660627262,0,0.3452260338531301,0.8474937056269137
459,3,1740836400,53,55,214,108,1,0,2,0,89,0.8242590099547736,0.5873071786764368,0.8447835975413958,0.9748852802988801,0,0.5145517019441572,0.5698605013415969
460,3,1740842100,35,84,311,119,5,3,1,1,65,0.25840840856731295,0.02586240252349814,0.5569626240341401,0.7810347972792044,0,0.1163279463492779,0.7221155399932949
461,10,1740849840,76,131,340,207,5,2,2,1,77,0.41940334929763756,0.6954414552103283,0.21034359542276004,0.9298996499807005,0,0.9306887114870277,0.4810658685510437
462,1,1740864600,66,133,444,199,1,0,2,0,65,0.5538191416540592,0.4959913541352434,0.7355095314125814,0.8617233670535104,0,0.10953785317232001,0.597255804449735
463,6,1740873840,32,104,346,136,1,0,2,0,84,0.04419081916148293,0.625251007687842,0.6813410628675078,0.9062967995452617,0,0.20837710666824705,0.9744740669782722
464,8,1740890400,86,147,426,233,4,0,1,0,87,0.7697921803773246,0.31566797237617406,0.3621859065469243,0.479034051849193,0,0.29847847580003495,0.25112055615554496
465,7,1740892020,66,110,374,176,5,1,3,1,69,0.3234634244150889,0.1458201734214144,0.046295161581375144,0.17054143735710048,0,0.8257902391820219,0.7925471225406441
466,9,1740909240,54,99,404,153,2,1,4,1,64,0.2825960780410143,0.435428941996142,0.007864689896093902,0.3268803343575444,0,0.7006559205023549,0.5062331497548033
467,10,1740935760,83,169,466,252,4,1,4,0,45,0.2592920093561464,0.9439791212863633,0.8253928831271716,0.2924515169817036,0,0.00701443800310253,0.17687325343187266
468,5,1740951240,57,91,296,148,5,3,1,0,49,0.2833792654200644,0.22779402665380533,0.32155736155906856,0.7171338376013564,0,0.18356154715941053,0.643535380704444
469,10,1740955380,54,84,363,138,2,0,1,0,43,0.33801483215783223,0.6758390120352517,0.1377698986059046,0.02567268630734243,0,0.7501511791919018,0.7924269065350766
470,4,1740957780,43,98,364,141,2,2,4,0,62,0.6048245580761592,0.04984354403454139,0.5185512261629821,0.14204221491797708,0,0.40383449100081237,0.5687558193233694
471,12,1740961200,65,124,351,189,5,1,4,1,35,0.5835653219000632,0.7180997852669284,0.9208332957250901,0.6828851202548609,0,0.026213532467259992,0.8374328009916592
472,7,1740962580,63,72,264,135,2,1,3,1,46,0.25571175360187537,0.23843718680149306,0.008480864522397713,0.12344235380044144,0,0.9639168783200247,0.36586861408698734
473,9,1740974340,55,74,277,129,3,3,2,1,5,0.2064242765732075,0.45151706022933247,0.05614354067641447,0.04829185077040021,0,0.15123291294056207,0.9137682989874425
474,11,1740982920,40,102,342,142,3,3,3,0,84,0.8263581900713568,0.36775310059477406,0.41704493258507236,0.10921516461119085,0,0.5104666400468276,0.6483200999863272
475,10,1740991500,57,110,272,167,3,0,3,0,45,0.09272333767636654,0.11284034331735548,0.6759659067550634,0.6906741530430963,0,0.24831609764484341,0.8031593249315631
476,11,1741001940,53,80,202,133,2,1,4,0,59,0.5128228412009275,0.3455819525117757,0.4761004587670502,0.13932525940470009,0,0.7374693202253596,0.27298512485830795
477,7,1741026660,30,50,175,80,4,0,3,0,79,0.5205608741892761,0.3501249582931856,0.8975484384654047,0.14630436113648138,0,0.7767260990472881,0.4461283119029167
478,1,1741027380,28,50,171,78,4,1,1,1,56,0.5741368068116216,0.5221056390297516,0.04408455553747814,0.2303001967590993,0,0.3972204035248931,0.9096174117401453
479,6,1741032840,65,131,349,196,2,2,3,0,78,0.8856501159071357,0.9723515329399873,0.34014086964374357,0.7509107041965226,0,0.6584496214590319,0.05089555050188155
480,3,1741035480,8,5,161,13,3,1,4,1,25,0.6239139400947676,0.47001752251063034,0.35134788938872075,0.200352912260776,0,0.9090735845464855,0.4039817135631806
481,11,1741048860,58,87,285,145,1,1,2,0,97,0.9736337662480233,0.9144261556326339,0.3401272259863417,0.0353753967242072,0,0.8148091184926063,0.7803186580538358
482,3,1741071780,46,88,305,134,2,1,1,1,71,0.8713530833487275,0.4615576585625554,0.48768591212339063,0.9058633555759406,0,0.4148977176449147,0.743814690178002
483,3,1741075440,78,138,334,216,5,1,1,0,54,0.21474025948721154,0.10754330087493946,0.7905770451946105,0.8763184242909228,0,0.4414760538966379,0.8516228307693663
484,3,1741082160,46,94,284,140,3,1,4,0,78,0.24118331022530115,0.23015289527594018,0.31788261640281734,0.1848190008964724,0,0.8868782740270206,0.7393903346787433
485,8,1741082640,66,94,337,160,4,1,2,0,26,0.3447741359151706,0.40751767605760025,0.7444832066322026,0.26534258977345493,0,0.03437280042634294,0.9470921491690063
486,7,1741089480,47,91,331,138,5,2,3,1,44,0.3915144150801313,0.32536877297018474,0.1464654712790714,0.18855757144364094,0,0.022811572313826356,0.49825955535004585
487,12,1741093440,57,124,331,181,4,0,4,1,78,0.5529951203076955,0.8658292875324917,0.5607248556339502,0.7195345389617299,0,0.2057953415650221,0.624289836853291
488,5,1741103880,68,132,392,200,4,0,1,1,12,0.23251263289633883,0.6786456021965513,0.3750880256655451,0.25000888418923206,0,0.8276216446853436,0.8477057585602266
489,4,1741111080,46,85,399,131,4,2,1,1,61,0.22234518111376567,0.5783084519186734,0.5392108022955706,0.9314497573785021,0,0.15321318761720082,0.7016909498563472
490,1,1741128480,72,127,373,199,3,2,4,0,60,0.38138995736807957,0.49122955123669054,0.10774975037224943,0.8276410243835689,0,0.28527928494835264,0.10205671887366918
491,1,1741134420,37,49,183,86,4,1,3,0,89,0.672023113212752,0.39727061828906685,0.9534628467609085,0.5884011275696732,0,0.6290686901401757,0.36699645259479163
492,5,1741141260,60,106,323,166,2,0,1,0,18,0.6881256130961884,0.6121924398320113,0.9062141168017779,0.008938224713713194,0,0.18424281006138077,0.5525907983318721
493,12,1741161420,71,152,428,223,5,2,3,0,82,0.9761167400402896,0.124607165444381,0.8263963042906289,0.8836694064166667,0,0.30311634124357345,0.7547175438615689
494,7,1741167660,66,116,344,182,1,1,1,0,38,0.20241543392181405,0.16253318821690566,0.8927828233880518,0.7277616465325542,0,0.4669127271231922,0.5435675688185733
495,11,1741178280,89,142,402,231,5,2,4,0,41,0.3928591518569807,0.30311635339669996,0.1466878701814861,0.7879073965410064,0,0.22810928376793815,0.7775492413837919
496,2,1741180980,41,63,173,104,5,0,4,1,25,0.9646774979390604,0.1711846164610744,0.5037217730196659,0.07182520457199104,0,0.9924136839779331,0.837609476462908
497,2,1741196280,30,58,187,88,1,0,4,0,28,0.6900087426655521,0.6770987190248167,0.31790915875652337,0.7085601702185422,0,0.16344601732126784,0.26512827029518105
498,11,1741207380,37,59,230,96,4,2,2,0,58,0.5922785248220191,0.024768321406245297,0.8873859413041586,0.8045894736241437,0,0.8499371049202531,0.6160981731621135
499,2,1741218960,66,128,367,194,5,1,2,0,27,0.5396460514013469,0.1601774916667501,0.18943768249946646,0.9566353561570548,0,0.47009983149871915,0.557110377480783
500,1,1741231140,63,123,337,186,3,2,4,1,64,0.07551038013625655,0.9026081094988033,0.21994535514197233,0.5804704727824356,0,0.12912367972018846,0.2273172526548678
501,5,1741241280,56,118,347,174,2,2,3,1,36,0.8933738088159103,0.9975431482220869,0.6867144563550108,0.5080418519992715,0,0.1184861571625806,0.4898780892368314
502,12,1741242120,34,89,301,123,5,1,3,1,25,0.6255052154151076,0.48759047782809306,0.08889965908766817,0.42539678998191177,0,0.5002960560508554,0.5485682845687174
503,9,1741246080,68,142,448,210,3,0,1,0,39,0.571667407928034,0.4953700730217583,0.7323671769166398,0.7012876809646438,0,0.3535201714692102,0.8173398752058646
